event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:altitude,argos:best-level,argos:calcul-freq,argos:iq,argos:lat1,argos:lat2,argos:lc,argos:lon1,argos:lon2,argos:nb-mes,argos:nb-mes-120,argos:nopc,argos:pass-duration,argos:sensor-1,argos:sensor-2,argos:sensor-3,argos:sensor-4,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
"623000091",true,2014/05/09,5.788,52.876,,40,-126,401.6709292,"0",52.876,52.876,A,5.788,5.788,"3","0","3",346,"1","34","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000092",true,2014/05/09,5.786,52.873,,40,-125,401.6709257,"40",52.873,52.873,"1",5.786,5.786,"5","0","3",461,"1","34","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000093",true,2014/05/09,5.791,52.872,,40,-121,401.6709241,"58",52.872,52.872,"2",5.791,5.791,"5","0","3",237,"150","192","1","55",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000094",true,2014/05/09,5.796,52.868,,40,-134,401.6709256,"8",52.868,52.868,B,5.796,5.796,"1","0","3",0,"146","188","1","3",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000095",true,2014/05/09,5.788,52.872,,40,-125,401.6709254,"50",52.872,52.872,"2",5.788,5.788,"5","0","3",411,"146","188","2","3",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000096",true,2014/05/09,5.797,52.881,,40,-134,401.6709294,"8",52.881,52.881,A,5.797,5.797,"3","0","3",176,"141","180","3","19",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000097",true,2014/05/09,5.787,52.882,,40,-131,401.6709285,"8",52.882,52.882,B,5.787,5.787,"2","0","3",176,"4","34","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000098",true,2014/05/09,5.784,52.872,,40,-120,401.6709196,"58",52.872,52.872,"3",5.784,5.784,"6","0","3",299,"5","34","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000099",true,2014/05/09,5.79,52.87,,40,-129,401.6709233,"60",52.87,52.87,"3",5.79,5.79,"4","0","3",352,"145","184","3","63",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000100",true,2014/05/09,5.776,52.873,,40,-128,401.6709153,"58",52.873,52.873,"2",5.776,5.776,"4","0","3",181,"162","192","2","7",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000101",true,2014/05/09,5.797,52.867,,40,-114,401.6709226,"58",52.867,52.867,"3",5.797,5.797,"9","3","3",499,"7","34","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000102",true,2014/05/09,5.784,52.872,,40,-118,401.6709268,"50",52.872,52.872,"3",5.784,5.784,"7","1","3",385,"139","196","3","36",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000103",true,2014/05/09,5.775,52.865,,40,-123,401.6709156,"58",52.865,52.865,"3",5.775,5.775,"7","0","3",400,"9","34","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000104",true,2014/05/09,5.775,52.854,,40,-122,401.6709097,"0",52.854,52.854,A,5.775,5.775,"3","0","3",169,"153","200","1","59",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000105",true,2014/05/09,5.777,52.866,,40,-134,401.670906,"0",52.866,52.866,B,5.777,5.777,"1","0","3",0,"175","200","3","3",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000106",true,2014/05/09,5.785,52.877,,40,-126,401.6709124,"8",52.877,52.877,A,5.785,5.785,"3","0","3",241,"154","204","2","5",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000107",true,2014/05/11,5.791,52.864,,40,-132,401.6709228,"50",52.864,52.864,"2",5.791,5.791,"7","0","3",419,"1","35","3","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000108",true,2014/05/11,5.785,52.863,,40,-134,401.670929,"8",52.863,52.863,B,5.785,5.785,"1","0","3",0,"127","72","2","59",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000109",true,2014/05/11,5.794,52.863,,40,-122,401.6709308,"48",52.863,52.863,"1",5.794,5.794,"9","0","3",461,"2","35","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000110",true,2014/05/11,5.803,52.87,,40,-121,401.6709301,"48",52.87,52.87,"1",5.803,5.803,"8","0","3",516,"3","35","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000111",true,2014/05/11,5.805,52.868,,40,-123,401.6709278,"0",52.868,52.868,B,5.805,5.805,"2","0","3",58,"137","200","3","4",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000112",true,2014/05/11,5.806,52.832,,40,-134,401.6709422,"8",52.832,52.832,A,5.806,5.806,"3","0","3",415,"152","200","3","48",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000113",true,2014/05/11,5.808,52.87,,40,-121,401.6709211,"40",52.87,52.87,"2",5.808,5.808,"6","0","3",296,"150","200","1","51",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000114",true,2014/05/11,5.798,52.839,,40,-132,401.6709131,"8",52.839,52.839,B,5.798,5.798,"1","0","3",0,"6","35","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000115",true,2014/05/11,5.792,52.845,,40,-134,401.6709182,"8",52.845,52.845,B,5.792,5.792,"1","0","3",0,"141","196","1","25",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000116",true,2014/05/11,5.772,52.844,,40,-131,401.6709295,"0",52.844,52.844,B,5.772,5.772,"1","0","3",0,"137","188","2","35",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000117",true,2014/05/11,5.831,52.861,,40,-118,401.6709284,"50",52.861,52.861,"0",5.831,5.831,"7","2","3",347,"7","35","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000118",true,2014/05/11,5.829,52.864,,40,-133,401.670936,"0",52.864,52.864,B,5.829,5.829,"1","0","3",0,"8","35","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000119",true,2014/05/11,5.786,52.871,,40,-114,401.6709265,"58",52.871,52.871,"3",5.786,5.786,"6","4","3",291,"139","184","3","53",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000120",true,2014/05/11,5.785,52.869,,40,-121,401.6709326,"58",52.869,52.869,"3",5.785,5.785,"8","0","3",455,"9","35","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000121",true,2014/05/11,5.788,52.868,,40,-128,401.6709326,"50",52.868,52.868,"1",5.788,5.788,"4","0","3",170,"123","180","2","8",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000122",true,2014/05/11,5.777,52.867,,40,-122,401.6709313,"50",52.867,52.867,"1",5.777,5.777,"10","0","3",517,"9","35","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000123",true,2014/05/11,5.748,52.888,,41,-125,401.6709245,"58",52.888,52.888,"2",5.748,5.748,"5","0","3",355,"10","35","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000124",true,2014/05/13,5.818,52.863,,40,-114,401.6709352,"40",52.863,52.863,"1",5.818,5.818,"7","4","3",592,"1","36","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000125",true,2014/05/13,5.797,52.866,,40,-134,401.6709321,"0",52.866,52.866,A,5.797,5.797,"3","0","3",238,"127","196","3","38",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000126",true,2014/05/13,5.797,52.866,,40,-134,401.6709322,"0",52.866,52.866,A,5.797,5.797,"3","0","3",238,"127","196","3","38",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000127",true,2014/05/13,5.799,52.863,,40,-125,401.6709283,"58",52.863,52.863,"3",5.799,5.799,"5","0","3",523,"134","188","2","49",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000128",true,2014/05/13,5.799,52.863,,40,-125,401.6709283,"58",52.863,52.863,"3",5.799,5.799,"5","0","3",523,"134","188","2","49",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000129",true,2014/05/13,5.799,52.864,,40,-131,401.6709283,"0",52.864,52.864,B,5.799,5.799,"1","0","3",0,"132","188","3","55",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000130",true,2014/05/13,5.8,52.864,,40,-131,401.6709285,"0",52.864,52.864,B,5.8,5.8,"1","0","3",0,"132","188","3","55",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000131",true,2014/05/13,5.803,52.866,,40,-128,401.6709273,"58",52.866,52.866,"1",5.803,5.803,"4","0","3",173,"133","184","1","7",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000132",true,2014/05/14,5.797,52.865,,40,-123,401.6709291,"58",52.865,52.865,"3",5.797,5.797,"6","0","3",349,"133","168","1","61",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000133",true,2014/05/14,5.803,52.865,,40,-124,401.6709303,"58",52.865,52.865,"3",5.803,5.803,"10","0","3",522,"7","36","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000134",true,2014/05/14,5.804,52.865,,40,-124,401.6709303,"58",52.865,52.865,"3",5.804,5.804,"10","0","3",522,"7","36","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000135",true,2014/05/14,5.804,52.865,,40,-133,401.6709294,"0",52.865,52.865,B,5.804,5.804,"1","0","3",0,"133","160","2","27",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000136",true,2014/05/14,5.804,52.865,,40,-133,401.67093,"0",52.865,52.865,B,5.804,5.804,"1","0","3",0,"133","160","2","27",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000137",true,2014/05/14,5.803,52.864,,40,-120,401.6709258,"58",52.864,52.864,"3",5.803,5.803,"6","0","3",298,"9","36","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000138",true,2014/05/14,5.803,52.864,,40,-120,401.6709245,"58",52.864,52.864,"3",5.803,5.803,"6","0","3",298,"9","36","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000139",true,2014/05/14,5.801,52.864,,40,-118,401.6709151,"58",52.864,52.864,"2",5.801,5.801,"6","1","3",306,"9","36","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000140",true,2014/05/14,5.797,52.865,,40,-118,401.6709151,"58",52.865,52.865,"2",5.797,5.797,"6","1","3",306,"9","36","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000141",true,2014/05/14,5.778,52.871,,40,-125,401.6709182,"58",52.871,52.871,"2",5.778,5.778,"7","0","3",364,"155","156","2","17",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000142",true,2014/05/14,5.797,52.868,,40,-131,401.6709207,"50",52.868,52.868,"3",5.797,5.797,"5","0","3",302,"10","36","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000143",true,2014/05/14,5.797,52.868,,40,-131,401.6709208,"50",52.868,52.868,"3",5.797,5.797,"5","0","3",302,"10","36","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000144",true,2014/05/16,5.772,52.888,,41,-121,401.6709243,"0",52.888,52.888,A,5.772,5.772,"3","0","3",358,"150","196","3","33",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000145",true,2014/05/16,5.777,52.865,,40,-122,401.6709228,"40",52.865,52.865,"2",5.777,5.777,"6","0","3",358,"159","132","3","33",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000146",true,2014/05/16,5.791,52.869,,40,-122,401.670913,"58",52.869,52.869,"3",5.791,5.791,"6","0","3",306,"185","204","1","53",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000147",true,2014/05/16,5.78,52.871,,40,-136,401.6709161,"8",52.871,52.871,B,5.78,5.78,"1","0","3",0,"153","68","1","15",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000148",true,2014/05/16,5.782,52.87,,40,-136,401.6709161,"8",52.87,52.87,B,5.782,5.782,"1","0","3",0,"153","68","1","15",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000149",true,2014/05/16,5.787,52.874,,40,-119,401.6709176,"50",52.874,52.874,"2",5.787,5.787,"7","1","3",367,"5","37","3","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000150",true,2014/05/16,5.798,52.87,,40,-127,401.6709248,"48",52.87,52.87,"1",5.798,5.798,"6","0","3",479,"199","200","3","42",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000151",true,2014/05/16,5.797,52.866,,40,-123,401.6709134,"50",52.866,52.866,"3",5.797,5.797,"5","0","3",350,"7","37","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000152",true,2014/05/16,5.789,52.874,,40,-124,401.6709224,"50",52.874,52.874,"3",5.789,5.789,"6","0","3",418,"7","37","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000153",true,2014/05/16,5.778,52.867,,40,-121,401.670917,"58",52.867,52.867,"1",5.778,5.778,"5","0","3",294,"8","33","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000154",true,2014/05/16,5.778,52.867,,40,-121,401.670917,"58",52.867,52.867,"1",5.778,5.778,"5","0","3",294,"8","33","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000155",true,2014/05/16,5.779,52.867,,40,-132,401.6709014,"0",52.867,52.867,B,5.779,5.779,"1","0","3",0,"188","204","2","15",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000156",true,2014/05/16,5.803,52.87,,40,-124,401.6709126,"58",52.87,52.87,"2",5.803,5.803,"4","0","3",306,"190","200","3","51",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000157",true,2014/05/16,5.806,52.867,,40,-137,401.6709084,"8",52.867,52.867,B,5.806,5.806,"2","0","3",117,"173","200","2","59",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000158",true,2014/05/16,5.806,52.868,,40,-137,401.6709084,"8",52.868,52.868,B,5.806,5.806,"2","0","3",117,"173","200","2","59",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000159",true,2014/05/16,5.805,52.867,,40,-127,401.6709093,"0",52.867,52.867,B,5.805,5.805,"1","0","3",0,"10","37","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000160",true,2014/05/18,5.791,52.866,,40,-129,401.6709042,"50",52.866,52.866,"2",5.791,5.791,"7","0","3",419,"1","38","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000161",true,2014/05/18,5.659,52.84,,0,-124,401.6709122,"48",52.84,52.84,"0",5.659,5.659,"6","0","3",496,"192","200","2","27",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000162",true,2014/05/18,5.798,52.86,,40,-121,401.670909,"50",52.86,52.86,"3",5.798,5.798,"5","0","3",243,"186","200","2","27",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000163",true,2014/05/18,5.815,52.86,,40,-134,401.6709074,"8",52.86,52.86,A,5.815,5.815,"3","0","3",241,"185","200","3","45",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000164",true,2014/05/18,5.795,52.839,,40,-124,401.6709153,"40",52.839,52.839,"0",5.795,5.795,"7","0","3",408,"4","38","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000165",true,2014/05/18,5.797,52.865,,40,-120,401.6709098,"58",52.865,52.865,"3",5.797,5.797,"7","0","3",401,"5","38","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000166",true,2014/05/18,5.786,52.858,,40,-130,401.6709116,"8",52.858,52.858,B,5.786,5.786,"2","0","3",227,"158","192","1","36",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000167",true,2014/05/18,5.784,52.859,,40,-127,401.6709154,"0",52.859,52.859,B,5.784,5.784,"1","0","3",0,"151","192","1","39",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000168",true,2014/05/18,5.795,52.869,,40,-127,401.670918,"8",52.869,52.869,A,5.795,5.795,"3","0","3",116,"140","56","2","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000169",true,2014/05/18,5.802,52.863,,40,-128,401.6709159,"50",52.863,52.863,"1",5.802,5.802,"5","0","3",238,"7","38","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000170",true,2014/05/18,5.821,52.868,,40,-123,401.6709235,"50",52.868,52.868,"1",5.821,5.821,"8","0","3",523,"137","180","1","9",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000171",true,2014/05/18,5.81,52.866,,40,-115,401.6709245,"50",52.866,52.866,"3",5.81,5.81,"6","5","3",348,"8","38","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000172",true,2014/05/18,5.805,52.865,,40,-137,401.6709217,"8",52.865,52.865,B,5.805,5.805,"1","0","3",0,"9","38","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000173",true,2014/05/18,5.8,52.865,,40,-134,401.6709186,"8",52.865,52.865,B,5.8,5.8,"1","0","3",0,"9","38","0","17",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000174",true,2014/05/21,5.805,52.863,,40,-123,401.6709236,"50",52.863,52.863,"3",5.805,5.805,"8","0","3",530,"4","39","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000175",true,2014/05/21,5.804,52.861,,40,-125,401.6709225,"58",52.861,52.861,"3",5.804,5.804,"7","0","3",472,"142","168","1","5",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000176",true,2014/05/21,5.808,52.863,,40,-127,401.6709216,"58",52.863,52.863,"3",5.808,5.808,"7","0","3",355,"147","164","3","23",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000177",true,2014/05/21,5.856,52.852,,41,-122,401.6709184,"40",52.852,52.852,"0",5.856,5.856,"6","0","3",542,"7","39","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000178",true,2014/05/21,5.804,52.864,,40,-121,401.6709186,"50",52.864,52.864,"3",5.804,5.804,"4","0","3",182,"7","39","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000179",true,2014/05/21,5.796,52.865,,40,-121,401.6709154,"58",52.865,52.865,"3",5.796,5.796,"6","0","3",303,"156","160","2","53",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000180",true,2014/05/21,5.796,52.865,,40,-121,401.6709153,"58",52.865,52.865,"3",5.796,5.796,"5","0","3",303,"156","160","2","53",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000181",true,2014/05/21,5.806,52.866,,40,-125,401.6709092,"50",52.866,52.866,"2",5.806,5.806,"8","0","3",505,"177","164","2","2",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000182",true,2014/05/21,5.805,52.862,,40,-129,401.6709094,"50",52.862,52.862,"2",5.805,5.805,"4","0","3",316,"177","164","1","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000183",true,2014/05/21,5.804,52.863,,40,-133,401.6709084,"8",52.863,52.863,B,5.804,5.804,"2","0","3",60,"176","168","2","33",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000184",true,2014/05/21,5.802,52.864,,40,-128,401.670907,"0",52.864,52.864,B,5.802,5.802,"1","0","3",0,"11","39","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000185",true,2014/05/21,5.801,52.864,,40,-130,401.6709074,"0",52.864,52.864,B,5.801,5.801,"1","0","3",0,"185","24","1","41",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000186",true,2014/05/23,5.796,52.859,,40,-119,401.6709097,"50",52.859,52.859,"3",5.796,5.796,"6","1","3",461,"163","192","1","62",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000187",true,2014/05/23,5.802,52.863,,40,-121,401.6709122,"58",52.863,52.863,"2",5.802,5.802,"5","0","3",456,"155","192","3","10",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000188",true,2014/05/23,5.803,52.863,,40,-127,401.6709168,"0",52.863,52.863,B,5.803,5.803,"1","0","3",0,"159","192","1","9",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000189",true,2014/05/23,5.797,52.863,,40,-123,401.6709112,"50",52.863,52.863,"1",5.797,5.797,"5","0","3",286,"159","192","1","21",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000190",true,2014/05/23,5.804,52.862,,40,-114,401.670911,"58",52.862,52.862,"3",5.804,5.804,"7","3","3",462,"166","192","1","46",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000191",true,2014/05/23,5.807,52.863,,40,-126,401.670911,"58",52.863,52.863,"1",5.807,5.807,"4","0","3",290,"167","192","1","56",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000192",true,2014/05/23,5.808,52.863,,40,-133,401.6709108,"0",52.863,52.863,B,5.808,5.808,"1","0","3",0,"169","192","3","59",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000193",true,2014/05/23,5.809,52.862,,40,-131,401.6709186,"0",52.862,52.862,B,5.809,5.809,"1","0","3",0,"151","192","3","5",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000194",true,2014/05/23,5.807,52.867,,40,-134,401.6709114,"8",52.867,52.867,B,5.807,5.807,"2","0","3",118,"173","192","1","13",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000195",true,2014/05/23,5.802,52.865,,40,-125,401.6709078,"68",52.865,52.865,"3",5.802,5.802,"4","0","3",179,"179","192","1","27",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000196",true,2014/05/23,5.805,52.865,,40,-128,401.6709111,"58",52.865,52.865,"3",5.805,5.805,"5","0","3",361,"160","192","2","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"623000197",true,2014/05/23,5.811,52.861,,40,-140,401.6709108,"8",52.861,52.861,B,5.811,5.811,"2","0","3",364,"164","192","3","14",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
